INDEX,NAME,SHIRTNAME,JAPANESE PLAYER NAME,SPACING,COMMENTARY,AGE,NATIONALITY,FOOT,WEIGHT,HEIGHT,FORM,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,INJURY TOLERANCE,GROWTH TYPE,MARKET PRICE,GK 0,SW 1,CB 2,LB 3,RB 4,DMF 5,CMF 6,LMF 7,RMF 8,AMF 9,LWF 10,RWF 11,SS 12,CF 13,POSITION,ATTACK,DEFENCE,HEADER ACCURACY,DRIBBLE ACCURACY,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,PLACE KICKING,SWERVE,BALL CONTROLL,GOAL KEEPING SKILLS,RESPONSE,EXPLOSIVE POWER,DRIBBLE SPEED,TOP SPEED,BODY BALANCE,STAMINA,KICKING POWER,JUMP,TENACITY,TEAMWORK,S01 1-TOUCH PLAY,S02 OUTSIDE CURVE,S03 LONG THROW,S04 SUPER-SUB,S05 SPEED MERCHANT,S06 LONG RANGE DRIVE,S07 SHOULDER FEINT SKILLS,S08 TURNING SKILLS,S09 ROULETTE SKILLS,S10 FLIP FLAP SKILLS,S11 FLICKING SKILLS,S12 SCISSORS SKILLS,S13 STEP ON SKILLS,S14 DEFT TOUCH SKILLS,S15 KNUCKLE SHOT,S16 JUMPING VOLLEY,S17 SCISSOR KICK,S18 HEEL FLICK,S19 WEIGHTED PASS,S20 DOUBLE TOUCH,S21 RUN AROUND,S22 SOMBRERO,S23 180 DRAG,S24 LUNGING TACKLE,S25 DIVING HEADER,S26 GK LONG THROW,P01 CLASSIC NO.10,P02 ANCHOR MAN,P03 TRICKSTER,P04 DARTING RUN,P05 MAZING RUN,P06 PINPOINT PASS,P07 EARLY CROSS,P08 BOX TO BOX,P09 INCISIVE RUN,P10 LONG RANGER,P11 ENFORCER,P12 GOAL POACHER,P13 DUMMY RUNNER,P14 FREE ROAMING,P15 TALISMAN,P16 FOX IN THE BOX,P17 OFFENSIVE SIDEBACK,P18 TRACK BACK,ATTACK AWARENESS,DEFENCE AWARENESS,SKIN COLOR,SKIN TEXTURE,FACE MODE,LINKED FACE,FACE SLOT,LINKED HAIR,HAIR SLOT,BOOTS,UNTUCKED SHIRT,TIGHT KIT,GLOVES,DRIBBLE STYLE,FREE KICK STYLE,PENALTY KICK STYLE,DROP KICK STYLE,GOAL CELEBRATION STYLE #1,GOAL CELEBRATION STYLE #2,CLUB TEAM,NUMBER,NATIONAL TEAM
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
0,<unnamed_0>,,,2,0,17,Free Nationality,R,75,180,4,4,4,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4317,0,0,0,0,1,1,1,1,0,0,阿森纳,255,奥地利
